UNITID,INSTNM,control_label,predominant_degree_label,region_label,locale_label,dominant_program,default_rate_pct,net_price,completion_rate,PCTPELL,risk_score,risk_flag
219994,Tennessee College of Applied Technology-Dickson,Public,Certificates,Southeast,Rural,Trades & Applied,0.0,8332.0,0.7649,0.4009,0.7606377379178652,1
481331,Sharp Edgez Barber Institute,Private for-profit,Certificates,Mid East,City,Trades & Applied,0.0,,0.9375,0.7005,0.7600008920214281,1
199476,Robeson Community College,Public,Associate's,Southeast,Town,Trades & Applied,0.0,5189.0,0.2993,0.4724,0.7592064089970676,1
366465,Ogeechee Technical College,Public,Certificates,Southeast,Town,Trades & Applied,1.4000000000000001,5222.0,0.4035,0.4235,0.7570973252729716,1
449834,Virginia Beach Theological Seminary,Private nonprofit,Graduate,Southeast,City,STEM,0.0,,,,0.7562817585619942,1
381282,CET-Oxnard,Private nonprofit,Certificates,Far West,City,Trades & Applied,0.0,9534.0,0.6154,0.2055,0.7549422099458288,1
381325,CET-Santa Maria,Private nonprofit,Certificates,Far West,City,Health,0.0,2869.0,0.5957,0.305,0.7521977492770032,1
229832,Western Texas College,Public,Associate's,Southwest,Town,Humanities,0.0,4094.0,0.5854,0.0783,0.7514747965689145,1
127389,Lamar Community College,Public,Associate's,Rocky Mountains,Town,Humanities,0.0,10328.0,0.4138,0.3174,0.7508709567643032,1
373696,Rob Roy Academy-Worcester,Private for-profit,Certificates,New England,City,Trades & Applied,0.0,,0.8857,0.4597,0.7507390768171625,1
223117,Baptist Missionary Association Theological Seminary,Private nonprofit,Bachelor's,Southwest,Town,Social Science & Public Service,3.8,,,0.339,0.7481333338074719,1
236258,Peninsula College,Public,Associate's,Far West,Town,Humanities,0.0,4529.0,,0.3076,0.7438652789530844,1
198914,Mayland Community College,Public,Certificates,Southeast,Rural,Trades & Applied,0.0,5260.0,0.4857,0.2558,0.7432802564646778,1
207786,Southern School of Beauty Inc,Private for-profit,Certificates,Southwest,Town,Trades & Applied,2.5,,0.8,0.8,0.74216305708296,1
458007,Love Beauty School Inc,Private for-profit,Certificates,Southeast,Town,Trades & Applied,0.0,,0.6923,0.6526,0.7409916875591904,1
405872,Carroll Community College,Public,Associate's,Mid East,Town,Humanities,0.0,3917.0,0.4716,0.1553,0.7404298886683709,1
111717,CET-San Jose,Private nonprofit,Certificates,Far West,City,Trades & Applied,0.0,15045.0,0.787,0.3721,0.7384623942852409,1
129491,Hartford International University for Religion and Peace,Private nonprofit,Graduate,New England,City,STEM,2.1,,,,0.7378950521801813,1
403487,Wabash Valley College,Public,Associate's,Great Lakes,Town,Humanities,0.0,8134.0,0.5922,0.2354,0.7377350530125399,1
203067,Hebrew Union College-Jewish Institute of Religion,Private nonprofit,Graduate,Mid East,City,STEM,0.0,,,,0.7370274108053455,1
212300,Empire Beauty School-Pottsville,Private for-profit,Certificates,Mid East,Town,Trades & Applied,0.0,,0.6889,0.549,0.7342047454255063,1
245980,Ponca City Beauty College,Private for-profit,Certificates,Southwest,Town,Trades & Applied,0.0,,0.7586,0.6034,0.7325218468749455,1
383163,La Belle Beauty Academy,Private for-profit,Certificates,Southeast,City,Trades & Applied,0.0,,0.9857,0.4327,0.7316989368756737,1
417831,Union County Vocational Technical School,Public,Certificates,Mid East,Suburb,Trades & Applied,3.6999999999999997,8325.0,0.9634,0.2195,0.731352445965852,1
454944,Paul Mitchell the School-Rexburg,Private for-profit,Certificates,Rocky Mountains,Town,Trades & Applied,0.0,,0.898,0.4894,0.7305618338880498,1
480842,Shear Finesse Beauty Academy,Private for-profit,Certificates,Southeast,City,Trades & Applied,1.7000000000000002,,1.0,0.898,0.7303858033140046,1
419712,Automeca Technical College-Caguas,Private for-profit,Certificates,Outlying Areas,City,Trades & Applied,0.0,12588.0,0.8286,0.969,0.7298708411150922,1
481094,Sotheby's Institute of Art-NY,Private for-profit,Graduate,Mid East,City,STEM,0.0,,,,0.7250904309750128,1
190080,Colgate Rochester Crozer Divinity School,Private nonprofit,Graduate,Mid East,City,STEM,4.5,,,,0.7219461244385048,1
456001,Advanced Welding Institute,Private for-profit,Certificates,New England,City,Trades & Applied,0.0,,0.8947,0.4,0.720743889593304,1
159948,New Orleans Baptist Theological Seminary,Private nonprofit,Certificates,Southeast,City,Social Science & Public Service,0.0,,,0.0,0.7203967905685709,1
198923,McDowell Technical Community College,Public,Certificates,Southeast,Rural,Humanities,0.0,6838.0,0.5714,0.3673,0.7202109435387755,1
459541,American Beauty Academy,Private for-profit,Certificates,Rocky Mountains,Town,Trades & Applied,0.0,,0.8333,0.5152,0.7197709767273092,1
240596,Eastern Wyoming College,Public,Associate's,Rocky Mountains,Town,Trades & Applied,0.0,4989.0,0.5066,0.1337,0.718839773364525,1
455220,Career School of NY,Private nonprofit,Certificates,Mid East,City,Trades & Applied,0.0,8069.0,0.7206,0.3604,0.71766081660077,1
455901,The Temple-A Paul Mitchell Partner School,Private for-profit,Certificates,Mid East,City,Trades & Applied,0.0,,0.9615,0.4304,0.7175101609503355,1
145707,Olney Central College,Public,Certificates,Great Lakes,Town,Humanities,0.0,9968.0,0.6212,0.3406,0.7170323410551598,1
457271,Academy for Jewish Religion California,Private nonprofit,Graduate,Far West,City,STEM,0.0,,,,0.7162637657609132,1
246789,HJ International Graduate School for Peace and Public Leadership,Private nonprofit,Graduate,Mid East,City,STEM,3.2,,,,0.7161817940932522,1
445780,Cosmetology School of Arts & Sciences,Private for-profit,Certificates,Rocky Mountains,Town,Trades & Applied,2.8000000000000003,,0.8333,0.8788,0.715911565116694,1
107831,Searcy Beauty College,Private for-profit,Certificates,Southeast,Town,Trades & Applied,0.0,,0.375,0.5096,0.7147585418709401,1
199838,Vance-Granville Community College,Public,Associate's,Southeast,Town,Humanities,0.0,4534.0,0.4724,0.3138,0.7111878806995123,1
220163,The Hair Academy LLC,Private for-profit,Certificates,Southeast,Town,Trades & Applied,2.9000000000000004,,0.6667,0.6122,0.7109015370128197,1
198710,Isothermal Community College,Public,Certificates,Southeast,Town,Humanities,0.0,6723.0,0.4874,0.3433,0.7103648249851439,1
231882,Danville Community College,Public,Certificates,Southeast,Town,Trades & Applied,0.0,7158.0,0.3813,0.3659,0.708935624820257,1
366003,South Florida Bible College and Theological Seminary,Private nonprofit,Associate's,Southeast,City,Social Science & Public Service,0.0,,,0.2143,0.7086809572048022,1
172033,Sacred Heart Major Seminary,Private nonprofit,Certificates,Great Lakes,City,Social Science & Public Service,0.0,10371.0,,0.0636,0.7080912604182537,1
162335,Del-Mar-Va Beauty Academy,Private for-profit,Certificates,Mid East,City,Trades & Applied,2.3,,0.6,0.7465,0.707228472241381,1
376677,Queen City College,Private for-profit,Certificates,Southeast,City,Trades & Applied,0.0,,0.9375,0.6,0.7070147373122985,1
481191,Riverside County Office of Education-School of Career Education,Public,Certificates,Far West,Rural,Health,0.0,11857.0,0.8451,0.6695,0.7069181188293716,1
170736,M J Murphy Beauty College of Mount Pleasant,Private for-profit,Certificates,Great Lakes,Town,Trades & Applied,0.0,,0.9286,0.4286,0.7046784820218759,1
108065,Velvatex College of Beauty Culture,Private for-profit,Certificates,Southeast,City,Trades & Applied,0.0,,0.6429,0.5714,0.7045771140593701,1
109721,Associated Technical College-Los Angeles,Private for-profit,Certificates,Far West,City,Health,0.0,,0.9188,0.6218,0.7043385279785489,1
366368,New York Academy of Art,Private nonprofit,Graduate,Mid East,City,STEM,0.0,,,,0.7036693779459404,1
439473,Bennett Career Institute,Private for-profit,Certificates,Mid East,City,Trades & Applied,0.0,,0.5099,0.565,0.703580204607814,1
495350,Paul Mitchell the School-North Tahoe,Private for-profit,Certificates,Far West,Town,Trades & Applied,0.0,,0.7,0.375,0.70312557098213,1
161855,Baltimore Studio of Hair Design,Private for-profit,Certificates,Mid East,City,Trades & Applied,0.0,,0.8667,0.9773,0.7027224071276775,1
488253,Focus Personal Training Institute,Private for-profit,Certificates,Mid East,City,STEM,0.0,,0.875,0.225,0.7016892024278518,1
224013,BK Cosmo College of Cosmetology,Private for-profit,Certificates,Southwest,Town,Trades & Applied,3.2,,0.7143,0.7206,0.7012281495088827,1
185758,New Brunswick Theological Seminary,Private nonprofit,Graduate,Mid East,City,STEM,1.2,,,,0.7011758598789496,1
106324,Arkansas Beauty College,Private for-profit,Certificates,Southeast,Town,Trades & Applied,0.0,,0.6957,0.6226,0.7010886294973715,1
447731,Los Angeles College of Aesthetics,Private for-profit,Certificates,Far West,City,Trades & Applied,0.0,,0.8531,0.3491,0.7008246463642909,1
215992,Laurel Technical Institute,Private for-profit,Certificates,Mid East,Rural,Trades & Applied,0.0,15122.0,0.7419,0.6271,0.6984237498150714,1
167677,Saint John's Seminary,Private nonprofit,Bachelor's,New England,City,Social Science & Public Service,0.0,,,0.0,0.6968699016504266,1
157030,Kentucky Mountain Bible College,Private nonprofit,Bachelor's,Southeast,Rural,Social Science & Public Service,1.7999999999999998,9904.0,0.3571,0.5513,0.695342938327761,1
243799,Blue Hills Regional Technical School,Public,Certificates,New England,Rural,Health,0.0,16405.0,1.0,0.5217,0.6949977573617689,1
368911,Southeastern Technical College,Public,Certificates,Southeast,Town,Health,10.0,6072.0,0.3409,0.3887,0.6948143640437975,1
198011,Bladen Community College,Public,Associate's,Southeast,Rural,Humanities,0.0,7858.0,0.3095,0.6708,0.6947440878639358,1
156754,PJ's College of Cosmetology-Glasgow,Private for-profit,Certificates,Southeast,Town,Trades & Applied,0.0,,0.5294,0.7246,0.6919960157217563,1
219842,Pentecostal Theological Seminary,Private nonprofit,Certificates,Southeast,City,Social Science & Public Service,0.0,,,0.0,0.6917695368461242,1
206516,Winebrenner Theological Seminary,Private nonprofit,Graduate,Great Lakes,Town,STEM,0.0,,,,0.6916860164620241,1
