UNITID,INSTNM,control_label,predominant_degree_label,region_label,locale_label,dominant_program,default_rate_pct,net_price,completion_rate,PCTPELL,risk_score,risk_flag
421771,Academy of Beauty Professionals,Private for-profit,Certificates,Plains,Suburb,Trades & Applied,0.0,,0.4,0.625,0.7154325744711355,1
446288,Paul Mitchell the School-Great Lakes,Private for-profit,Certificates,Great Lakes,Suburb,Trades & Applied,0.0,,0.8571,0.4771,0.7151053442171863,1
494904,Access Careers-Islandia,Private for-profit,Certificates,Mid East,Suburb,Health,0.0,,0.717,0.0197,0.7150774886935104,1
107442,New Tyler Barber College Inc,Private for-profit,Certificates,Southeast,City,Trades & Applied,0.0,,0.2857,0.7797,0.7150005963535376,1
488396,Phipps Academy of Barbering,Private for-profit,Certificates,Great Lakes,Suburb,Trades & Applied,0.0,,0.4643,0.8986,0.7141246683894682,1
102313,H Councill Trenholm State Community College,Public,Associate's,Southeast,City,STEM,0.0,5568.0,0.1656,0.5519,0.7130085839598997,1
187639,Clovis Community College,Public,Certificates,Southwest,Town,Health,0.0,3318.0,0.4068,0.3139,0.7120514384566241,1
153542,UnityPoint Health-Des Moines School of Radiologic Technology,Private nonprofit,Certificates,Plains,City,Health,0.0,,,0.1053,0.7118548794057089,1
494755,West Virginia Junior College-United Career Institute,Private for-profit,Associate's,Mid East,Suburb,Health,0.0,23121.0,0.8571,0.75,0.7117704933954934,1
186122,Princeton Theological Seminary,Private nonprofit,Graduate,Mid East,City,STEM,0.0,,,,0.7113889275388328,1
418445,Jefferson County Dubois Area Vocational Technical Practical Nursing Program,Public,Certificates,Mid East,Rural,Health,0.0,8428.0,0.5714,0.6154,0.7109194070084874,1
192970,Memorial Hospital School of Radiation Therapy Technology,Private nonprofit,Certificates,Mid East,City,Health,0.0,,,0.0,0.7107585322290559,1
179317,Saint Paul School of Theology,Private nonprofit,Graduate,Plains,Suburb,STEM,0.0,,,,0.7106198738050451,1
493372,Urban Academy of Beauty,Private for-profit,Certificates,Southwest,Suburb,Trades & Applied,0.0,,0.5,0.4706,0.710541395339641,1
486381,Center for Ultrasound Research & Education,Private for-profit,Certificates,Mid East,City,Health,0.0,,0.7193,0.3971,0.7103467176764278,1
490498,Digital Media Institute,Private nonprofit,Certificates,Southeast,City,Humanities,0.0,11872.0,1.0,0.2745,0.7100126262626263,1
