fpr,tpr,threshold
0.9277818717759764,1.0,0.02357142857142857
0.9322033898305084,1.0,0.023333333333333334
0.9336772291820191,1.0,0.0225
0.9358879882092852,1.0,0.02175438596491228
0.9395725865880619,1.0,0.021666666666666667
0.9425202652910832,1.0,0.020238095238095236
0.948415622697126,1.0,0.02
0.9521002210759028,1.0,0.018421052631578946
0.9557848194546794,1.0,0.018333333333333333
0.9587324981577008,1.0,0.01675438596491228
0.9624170965364776,1.0,0.016666666666666666
0.9653647752394989,1.0,0.015238095238095238
0.9690493736182756,1.0,0.015
0.971997052321297,1.0,0.013518518518518518
0.9756816507000737,1.0,0.013333333333333334
0.9778924097273397,1.0,0.011935185185185184
0.9801031687546058,1.0,0.011666666666666667
0.9830508474576272,1.0,0.010416666666666666
0.9867354458364038,1.0,0.01
0.9889462048636699,1.0,0.00857142857142857
