precision,recall,threshold
0.020216606498194945,1.0,0.0
0.021005251312828207,1.0,0.00010689416138891353
0.021036814425244178,1.0,0.00015746112787189495
0.021116138763197588,1.0,0.00021773313651241618
0.021148036253776436,1.0,0.0002643552892608085
0.021164021164021163,1.0,0.00027951717887451596
0.02118003025718608,1.0,0.00028644534957584356
0.021196063588190765,1.0,0.0003040691942278327
0.0213089802130898,1.0,0.0004109633556167462
0.021406727828746176,1.0,0.0004300860583859233
0.021439509954058193,1.0,0.000459068367061446
0.021455938697318006,1.0,0.00046153032209972757
0.02147239263803681,1.0,0.0005331948746877107
0.021505376344086023,1.0,0.0005547454525712412
0.021521906225980016,1.0,0.0006445943378301317
0.0218408736349454,1.0,0.0007204697875116436
0.02185792349726776,1.0,0.0007692260525785429
0.021875,1.0,0.0007692260525785474
0.0218921032056294,1.0,0.0008241455260170617
0.02190923317683881,1.0,0.0008710513920189714
0.02192638997650744,1.0,0.0008775086321878023
0.0219435736677116,1.0,0.0008921738248729937
0.02196078431372549,1.0,0.0008937440586194455
0.02197802197802198,1.0,0.0009004660807667935
0.02199528672427337,1.0,0.0009241115167046476
0.0220125786163522,1.0,0.0009241874274508766
0.02204724409448819,1.0,0.0009384127769700109
0.02206461780929866,1.0,0.0009486635320579644
0.022134387351778657,1.0,0.0009893554972295131
0.022169437846397466,1.0,0.0010073602421557068
0.022187004754358162,1.0,0.0010274591568133452
0.022204599524187154,1.0,0.00103108158883979
0.022222222222222223,1.0,0.0010487712142367876
0.022239872915011914,1.0,0.0010629086956236114
0.022257551669316374,1.0,0.0010800172689537236
0.022275258552108195,1.0,0.0010887845285313875
0.022292993630573247,1.0,0.0010962496586184266
0.022328548644338118,1.0,0.0011036627048915777
0.0223463687150838,1.0,0.0011359891411480377
0.022364217252396165,1.0,0.0011758821771316289
0.02238209432454037,1.0,0.0012546155657604749
0.0224,1.0,0.0013405880207346874
0.02241793434747798,1.0,0.0013534041772157695
0.022435897435897436,1.0,0.0014471354236798087
0.022453889334402566,1.0,0.0014802547794913973
0.02247191011235955,1.0,0.0014868941613889134
0.02248995983935743,1.0,0.001595140709362774
0.022508038585209004,1.0,0.001644883183165437
0.02252614641995173,1.0,0.0016899032941406936
0.02254428341384863,1.0,0.0018298823825058691
0.022562449637389202,1.0,0.0019043050432844299
0.02258064516129032,1.0,0.0019050221130480877
0.022598870056497175,1.0,0.0019443834697792644
0.022617124394184167,1.0,0.0019655092827749196
0.02263540824575586,1.0,0.002055511520577656
0.022653721682847898,1.0,0.0020723885155772754
0.022672064777327937,1.0,0.0020791383003107918
0.022690437601296597,1.0,0.0021106941553265647
0.0227088402270884,1.0,0.002128333218992669
0.022727272727272728,1.0,0.002215346616329871
0.022745735174654752,1.0,0.0022933085979226597
0.022764227642276424,1.0,0.002318119062209722
0.022782750203417412,1.0,0.0023801798437655046
0.02280130293159609,1.0,0.0024243054081416367
0.022819885900570498,1.0,0.0024533233553750977
0.022838499184339316,1.0,0.0024755351799116195
0.022857142857142857,1.0,0.0024766417751777813
0.022894521668029435,1.0,0.002478465577625813
0.022913256955810146,1.0,0.0024882136494720967
0.02293202293202293,1.0,0.002496709914717182
0.022950819672131147,1.0,0.0025
0.022969647251845776,1.0,0.002500808094845083
0.022988505747126436,1.0,0.0025655334997421704
0.023007395234182416,1.0,0.0025926782889182536
0.023026315789473683,1.0,0.002597571769283091
0.023045267489711935,1.0,0.002640713219110889
0.023064250411861616,1.0,0.002657461127871895
0.023083264633140973,1.0,0.0026814590727268738
0.0231023102310231,1.0,0.0027079646665375545
0.023121387283236993,1.0,0.0027084664335776066
0.023140495867768594,1.0,0.002754569872201556
0.02315963606286187,1.0,0.002757776152534147
0.023178807947019868,1.0,0.0027652312251517912
0.0231980115990058,1.0,0.0027856403840929543
0.02321724709784411,1.0,0.0027978120953706088
0.023236514522821577,1.0,0.0029537077010009555
0.023255813953488372,1.0,0.003007203979510173
0.023275145469659187,1.0,0.003089435594318245
0.02329450915141431,1.0,0.0031445943378301316
0.02331390507910075,1.0,0.003167694851229593
0.023333333333333334,1.0,0.0032574001758041947
0.02335279399499583,1.0,0.003287653703703396
0.02337228714524207,1.0,0.003295699897027604
0.023391812865497075,1.0,0.0033025539943170013
0.023411371237458192,1.0,0.0033761522667169956
0.023430962343096235,1.0,0.003387677495193095
0.023450586264656615,1.0,0.0034560279791185605
0.02347024308466052,1.0,0.003564731566405568
0.02348993288590604,1.0,0.0035853612584743357
0.023509655751469353,1.0,0.0036025147970694792
0.023529411764705882,1.0,0.0036555133596466623
0.023549201009251473,1.0,0.00366115710496082
0.02356902356902357,1.0,0.0036813698471379014
0.02358887952822241,1.0,0.0036982184694546007
0.023608768971332208,1.0,0.003788619136688703
0.02362869198312236,1.0,0.003853666836999879
0.02364864864864865,1.0,0.0038894391782335696
0.023668639053254437,1.0,0.003892446978727264
0.023688663282571912,1.0,0.003918400656993349
0.023708721422523286,1.0,0.0040014709477674115
0.023728813559322035,1.0,0.004018035838044698
0.02374893977947413,1.0,0.004063871597221962
0.023769100169779286,1.0,0.004086162420063364
0.0237892948173322,1.0,0.004124567112886665
0.023809523809523808,1.0,0.004144732304358306
0.023829787234042554,1.0,0.004185816563319964
0.02385008517887564,1.0,0.0042022435247135535
0.023870417732310314,1.0,0.004204597613860732
0.023890784982935155,1.0,0.004225167405350231
0.02391118701964133,1.0,0.00426601617472878
0.023931623931623933,1.0,0.0043187991691505615
0.023952095808383235,1.0,0.004334919003065773
0.023972602739726026,1.0,0.004402069635484635
